Pays-de-la-Loire,1989,0.057
Pays-de-la-Loire,1990,0.0176
Pays-de-la-Loire,1991,0.0363
Pays-de-la-Loire,1992,0.0385
Pays-de-la-Loire,1993,0.0608
Pays-de-la-Loire,1994,0.0352
Pays-de-la-Loire,1995,0.0847
Pays-de-la-Loire,1996,0.0545
Pays-de-la-Loire,1997,0.0539
Pays-de-la-Loire,1998,0.0831
Pays-de-la-Loire,1999,0.0403
Pays-de-la-Loire,2000,0.0294
Pays-de-la-Loire,2001,0.025
Pays-de-la-Loire,2002,0.0375
Pays-de-la-Loire,2003,0.0414
Pays-de-la-Loire,2004,0.0477
Pays-de-la-Loire,2005,0.021
Pays-de-la-Loire,2006,0.0162
Pays-de-la-Loire,2007,0.0388
Pays-de-la-Loire,2008,0.0287
Picardie,1984,0.062
Picardie,1985,0.0642
Picardie,1986,0.0633
Picardie,1987,0.0513
Picardie,1988,0.1295
Picardie,1989,0.1238
Picardie,1990,0.0419
Picardie,1991,0.0346
Picardie,1992,0.0383
Picardie,1993,0.0799
Picardie,1994,0.0413
Picardie,1995,0.0637
Picardie,1996,0.0818
Picardie,1997,0.0555
Picardie,1998,0.0758
Picardie,1999,0.0749
Picardie,2000,0.043
Picardie,2001,0.0473
Picardie,2002,0.0114
Picardie,2003,0.0372
Picardie,2004,0.0271
Picardie,2005,0.0144
Picardie,2006,0.0297
Picardie,2007,0.0267
Picardie,2008,0.0386
Poitou-Charentes,1984,0.0604
Poitou-Charentes,1985,0.0255
Poitou-Charentes,1986,0.0311
Poitou-Charentes,1987,0.0459
Poitou-Charentes,1988,0.1116
Poitou-Charentes,1989,0.0993
Poitou-Charentes,1990,0.0227
Poitou-Charentes,1991,0.0291
Poitou-Charentes,1992,0.0321
Poitou-Charentes,1993,0.0483
Poitou-Charentes,1994,0.0183
Poitou-Charentes,1995,0.0381
Poitou-Charentes,1996,0.0351
Poitou-Charentes,1997,0.0138
Poitou-Charentes,1998,0.0151
Poitou-Charentes,1999,0.0056
Poitou-Charentes,2000,0.009
Poitou-Charentes,2001,0.0105
Poitou-Charentes,2002,0.0304
Poitou-Charentes,2003,0.0476
Poitou-Charentes,2004,0.0696
Poitou-Charentes,2005,0.0136
Poitou-Charentes,2006,0.0133
Poitou-Charentes,2007,0.0165
Poitou-Charentes,2008,0.0375
Provence-Alpes-Côte-d'Azur,1984,0.0668
Provence-Alpes-Côte-d'Azur,1985,0.1452
Provence-Alpes-Côte-d'Azur,1986,0.0625
Provence-Alpes-Côte-d'Azur,1987,0.0546
Provence-Alpes-Côte-d'Azur,1988,0.1045
Provence-Alpes-Côte-d'Azur,1989,0.0959
